,quality,NN,OTC
,of,IN,OTC
,life,NN,OTC
,compared,VBN,O
,with,IN,O
,mini,JJ,O
,incision,NN,O
,open,JJ,O
,donor,NN,O
,nephrectomy,NN,O
,but,CC,O
,equal,VBP,O
,safety,NN,OTC
,and,CC,O
,graft,NN,OTC
,function,NN,OTC
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 1362,main,NNP,O
,morbidities,NNS,O
,recorded,VBD,O
,in,IN,O
,the,DT,O
,women,NNS,O
,'s,POS,O
,international,JJ,O
,study,NN,O
,of,IN,O
,long,JJ,O
,duration,NN,O
,estrogen,NN,O
,after,IN,O
,menopause,NN,O
,-LRB-,-LRB-,O
,WISDOM,NNP,O
,-RRB-,-RRB-,O
,a,DT,O
,randomised,JJ,O
,controlled,JJ,O
,trial,NN,O
,of,IN,O
,hormone,NN,O
,replacement,NN,O
,therapy,NN,O
,in,IN,O
,postmenopausal,JJ,O
,women,NNS,O
,-EOS-,eos,O
Sentence: 1363,MRC,none,O
,General,none,O
,Practice,none,O
,Research,none,O
,Framework,none,O
,Stephenson,none,O
,House,none,O
,London,none,O
,NW1,none,O
,2ND,none,O
,-EOS-,eos,O
Sentence: 1364,to,TO,O
,assess,VB,O
,the,DT,O
,long,JJ,O
,term,NN,O
,risks,NNS,O
,and,CC,O
,benefits,NNS,O
,of,IN,O
,hormone,NN,O
,replacement,NN,O
,therapy,NN,O
,-LRB-,-LRB-,O
,combined,JJ,O
,hormone,NN,O
,therapy,NN,O
,versus,IN,O
,placebo,NN,O
,and,CC,O
,estrogen,NN,O
,alone,RB,O
,versus,IN,O
,combined,JJ,O
,hormone,NN,O
,therapy,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1365,multicentre,RB,O
,randomised,NN,O
,placebo,NN,O
,controlled,VBN,O
,double,VBP,O
,blind,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 1366,general,NNP,O
,practices,VBZ,O
,in,IN,O
,UK,NNP,O
,-LRB-,-LRB-,O
,384,CD,O
,-RRB-,-RRB-,O
,Australia,NNP,O
,-LRB-,-LRB-,O
,91,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,New,NNP,O
,Zealand,NNP,O
,-LRB-,-LRB-,O
,24,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1367,postmenopausal,JJ,O
,women,NNS,O
,aged,VBN,O
,50,CD,O
,to,TO,O
,69,CD,O
,years,NNS,O
,at,IN,O
,randomisation,NN,O
,-EOS-,eos,O
Sentence: 1368,at,IN,O
,early,JJ,O
,closure,NN,O
,of,IN,O
,the,DT,O
,trial,NN,O
,56583,CD,O
,had,VBD,O
,been,VBN,O
,screened,JJ,O
,8980,CD,O
,entered,VBD,O
,run-in,JJ,O
,and,CC,O
,5692,CD,O
,-LRB-,-LRB-,O
,26,CD,O
,of,IN,O
,target,NN,O
,of,IN,O
,22300,CD,O
,-RRB-,-RRB-,O
,started,VBD,O
,treatment,NN,O
,-EOS-,eos,O
Sentence: 1369,oestrogen,VBN,O
,only,JJ,O
,therapy,NN,O
,-LRB-,-LRB-,O
,conjugated,VBN,O
,equine,JJ,O
,estrogens,NNS,O
,0.625,CD,O
,mg,NN,O
,orally,NN,O
,daily,RB,O
,-RRB-,-RRB-,O
,or,CC,O
,combined,VBN,O
,hormone,NN,O
,therapy,NN,O
,-LRB-,-LRB-,O
,conjugated,VBN,O
,equine,JJ,O
,estrogens,NNS,O
,plus,CC,O
,medroxyprogesterone,JJ,O
,acetate,JJ,O
,2.5,CD,O
,of,IN,O
,5.0,CD,O
,mg,NN,O
,orally,NN,O
,daily,RB,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1370,10,CD,O
,years,NNS,O
,of,IN,O
,treatment,NN,O
,planned,VBD,O
,-EOS-,eos,O
Sentence: 1371,primary,JJ,O
,outcomes,NNS,O
,major,JJ,OTC
,cardiovascular,JJ,OTC
,disease,NN,OTC
,osteoporotic,JJ,OTC
,fractures,NNS,OTC
,and,CC,O
,breast,NN,OTC
,cancer,NN,OTC
,-EOS-,eos,O
Sentence: 1372,secondary,JJ,O
,outcomes,NNS,O
,other,JJ,O
,cancers,NNS,O
,death,NN,OTC
,from,IN,OTC
,all,DT,OTC
,causes,NNS,OTC
,venous,JJ,OTC
,thromboembolism,NN,OTC
,cerebrovascular,NN,OTC
,disease,NN,OTC
,dementia,NN,O
,and,CC,O
,quality,NN,O
,of,IN,O
,life,NN,O
,-EOS-,eos,O
Sentence: 1373,the,DT,O
,trial,NN,O
,was,VBD,O
,prematurely,RB,O
,closed,VBN,O
,during,IN,O
,recruitment,NN,O
,after,IN,O
,a,DT,O
,median,JJ,O
,follow-up,NN,O
,of,IN,O
,11.9,CD,O
,months,NNS,O
,-LRB-,-LRB-,O
,interquartile,JJ,O
,range,NN,O
,7.1,CD,O
,to,TO,O
,19.6,CD,O
,total,JJ,O
,6498,CD,O
,women,NNS,O
,years,NNS,O
,-RRB-,-RRB-,O
,in,IN,O
,those,DT,O
,enrolled,VBD,O
,after,IN,O
,the,DT,O
,publication,NN,O
,of,IN,O
,early,JJ,O
,results,NNS,O
,from,IN,O
,the,DT,O
,women,NNS,O
,'s,POS,O
,health,NN,O
,initiative,NN,O
,study,NN,O
,-EOS-,eos,O
Sentence: 1374,the,DT,O
,mean,JJ,O
,age,NN,O
,of,IN,O
,randomised,JJ,O
,women,NNS,O
,was,VBD,O
,62.8,JJ,O
,-LRB-,-LRB-,O
,SD,NNP,O
,4.8,CD,O
,-RRB-,-RRB-,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 1375,when,WRB,O
,combined,JJ,O
,hormone,NN,O
,therapy,NN,O
,-LRB-,-LRB-,O
,n,VBN,O
,=,SYM,O
,2196,CD,O
,-RRB-,-RRB-,O
,was,VBD,O
,compared,VBN,O
,with,IN,O
,placebo,NN,O
,-LRB-,-LRB-,O
,n,VBN,O
,=,SYM,O
,2189,CD,O
,-RRB-,-RRB-,O
,there,EX,O
,was,VBD,O
,a,DT,O
,significant,JJ,O
,increase,NN,O
,in,IN,O
,the,DT,O
,number,NN,O
,of,IN,O
,major,JJ,OTC
,cardiovascular,JJ,OTC
,events,NNS,OTC
,-LRB-,-LRB-,O
,7,CD,O
,versus,IN,O
,0,CD,O
,P,NNP,O
,=,SYM,O
,0.016,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,venous,JJ,OTC
,thromboembolisms,NNS,OTC
,-LRB-,-LRB-,O
,22,CD,O
,versus,IN,O
,3,CD,O
,SPECIAL_TERM,NNP,O
,7.36,CD,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,2.20,CD,O
,to,TO,O
,24.60,CD,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1376,there,EX,O
,were,VBD,O
,no,DT,O
,statistically,RB,O
,significant,JJ,O
,differences,NNS,O
,in,IN,O
,numbers,NNS,O
,of,IN,O
,breast,NN,OTC
,or,CC,OTC
,other,JJ,OTC
,cancers,NNS,OTC
,-LRB-,-LRB-,O
,22,CD,O
,versus,IN,O
,25,CD,O
,SPECIAL_TERM,NNP,O
,0.88,CD,O
,-LRB-,-LRB-,O
,0.49,CD,O
,to,TO,O
,1.56,CD,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,cerebrovascular,NN,OTC
,events,NNS,OTC
,-LRB-,-LRB-,O
,14,CD,O
,versus,IN,O
,19,CD,O
,0.73,CD,O
,-LRB-,-LRB-,O
,0.37,CD,O
,to,TO,O
,1.46,CD,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,fractures,NNS,OTC
,-LRB-,-LRB-,O
,40,CD,O
,versus,IN,O
,58,CD,O
,0.69,CD,O
,-LRB-,-LRB-,O
,0.46,CD,O
,to,TO,O
,1.03,CD,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,and,CC,O
,overall,JJ,OTC
,deaths,NNS,OTC
,-LRB-,-LRB-,O
,8,CD,O
,versus,IN,O
,5,CD,O
,1.60,CD,O
,-LRB-,-LRB-,O
,0.52,CD,O
,to,TO,O
,4.89,CD,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1377,comparison,NNP,O
,of,IN,O
,combined,VBN,O
,hormone,NN,O
,therapy,NN,O
,-LRB-,-LRB-,O
,n,VBN,O
,=,SYM,O
,815,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,estrogen,NN,O
,therapy,NN,O
,-LRB-,-LRB-,O
,n,VBN,O
,=,SYM,O
,826,CD,O
,-RRB-,-RRB-,O
,outcomes,RB,O
,revealed,VBD,O
,no,DT,O
,significant,JJ,O
,differences,NNS,O
,-EOS-,eos,O
Sentence: 1378,hormone,JJ,O
,replacement,NN,O
,therapy,NN,O
,increases,VBZ,O
,cardiovascular,JJ,O
,and,CC,O
,thromboembolic,JJ,O
,risk,NN,O
,when,WRB,O
,started,VBD,O
,many,JJ,O
,years,NNS,O
,after,IN,O
,the,DT,O
,menopause,NN,O
,-EOS-,eos,O
Sentence: 1379,the,DT,O
,results,NNS,O
,are,VBP,O
,consistent,JJ,O
,with,IN,O
,the,DT,O
,findings,NNS,O
,of,IN,O
,the,DT,O
,women,NNS,O
,'s,POS,O
,health,NN,O
,initiative,NN,O
,study,NN,O
,and,CC,O
,secondary,JJ,O
,prevention,NN,O
,studies,NNS,O
,-EOS-,eos,O
Sentence: 1380,research,NNP,O
,is,VBZ,O
,needed,VBN,O
,to,TO,O
,assess,VB,O
,the,DT,O
,long,JJ,O
,term,NN,O
,risks,NNS,O
,and,CC,O
,benefits,NNS,O
,of,IN,O
,starting,VBG,O
,hormone,NN,O
,replacement,NN,O
,therapy,NN,O
,near,IN,O
,the,DT,O
,menopause,NN,O
,when,WRB,O
,the,DT,O
,effect,NN,O
,may,MD,O
,be,VB,O
,different,JJ,O
,-EOS-,eos,O
Sentence: 1381,current,NNP,O
,Controlled,NNP,O
,Trials,NNP,O
,ISRCTN,NNP,O
,63718836,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 1382,effectiveness,NNS,O
,of,IN,O
,educational,JJ,O
,interventions,NNS,O
,in,IN,O
,improving,VBG,O
,detection,NN,O
,and,CC,O
,management,NN,O
,of,IN,O
,dementia,NN,O
,in,IN,O
,primary,JJ,O
,care,NN,O
,cluster,NN,O
,randomised,JJ,O
,controlled,JJ,O
,study,NN,O
,-EOS-,eos,O
Sentence: 1383,bradford,none,O
,Dementia,none,O
,Group,none,O
,Division,none,O
,of,none,O
,Dementia,none,O
,Studies,none,O
,School,none,O
,of,none,O
,Health,none,O
,Studies,none,O
,University,none,O
,of,none,O
,Bradford,none,O
,Bradford,none,O
,BD5,none,O
,0BB,none,O
,-EOS-,eos,O
Sentence: 1384,to,TO,O
,test,VB,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,educational,JJ,O
,interventions,NNS,O
,in,IN,O
,improving,VBG,O
,detection,NN,OTC
,rates,NNS,OTC
,and,CC,O
,management,NN,OTC
,of,IN,OTC
,dementia,NN,OTC
,in,IN,O
,primary,JJ,O
,care,NN,O
,-EOS-,eos,O
Sentence: 1385,unblinded,VBN,O
,cluster,NN,O
,randomised,VBD,O
,before,IN,O
,and,CC,O
,after,IN,O
,controlled,JJ,O
,study,NN,O
,-EOS-,eos,O
Sentence: 1386,general,JJ,O
,practices,NNS,O
,in,IN,O
,the,DT,O
,United,NNP,O
,Kingdom,NNP,O
,-LRB-,-LRB-,O
,central,JJ,O
,Scotland,NNP,O
,and,CC,O
,London,NNP,O
,-RRB-,-RRB-,O
,between,IN,O
,1999,CD,O
,and,CC,O
,2002,CD,O
,-EOS-,eos,O
Sentence: 1387,3,CD,O
,educational,JJ,O
,interventions,NNS,O
,an,DT,O
,electronic,JJ,O
,tutorial,NN,O
,carried,VBN,O
,on,IN,O
,a,DT,O
,CD,NNP,O
,Rom,NNP,O
,decision,NN,O
,support,NN,O
,software,NN,O
,built,VBN,O
,into,IN,O
,the,DT,O
,electronic,JJ,O
,medical,JJ,O
,record,NN,O
,and,CC,O
,practice,NN,O
,based,VBN,O
,workshops,NNS,O
,-EOS-,eos,O
Sentence: 1388,36,CD,O
,practices,NNS,O
,participated,VBD,O
,in,IN,O
,the,DT,O
,study,NN,O
,-EOS-,eos,O
Sentence: 1389,8,CD,O
,practices,NNS,O
,were,VBD,O
,randomly,RB,O
,assigned,VBN,O
,to,TO,O
,the,DT,O
,electronic,JJ,O
,tutorial,NN,O
,8,CD,O
,to,TO,O
,decision,NN,O
,support,NN,O
,software,NN,O
,10,CD,O
,to,TO,O
,practice,NN,O
,based,VBN,O
,workshops,NNS,O
,and,CC,O
,10,CD,O
,to,TO,O
,control,NN,O
,-EOS-,eos,O
Sentence: 1390,electronic,JJ,O
,and,CC,O
,manual,JJ,O
,searches,NNS,O
,yielded,VBD,O
,450,VBG,O
,valid,JJ,O
,and,CC,O
,usable,JJ,O
,medical,JJ,O
,records,NNS,O
,-EOS-,eos,O
Sentence: 1391,rates,NNS,OTC
,of,IN,OTC
,detection,NN,OTC
,of,IN,OTC
,dementia,NN,OTC
,and,CC,O
,the,DT,O
,extent,NN,O
,to,TO,O
,which,WDT,O
,medical,JJ,O
,records,NNS,O
,showed,VBD,O
,evidence,NN,O
,of,IN,O
,improved,VBN,OTC
,concordance,NN,OTC
,with,IN,OTC
,guidelines,NNS,OTC
,regarding,VBG,OTC
,diagnosis,NN,OTC
,and,CC,OTC
,management,NN,OTC
,-EOS-,eos,O
Sentence: 1392,decision,NNP,O
,support,VBP,O
,software,NN,O
,-LRB-,-LRB-,O
,P,VBN,O
,=,SYM,O
,0.01,CD,O
,-RRB-,-RRB-,O
,and,CC,O
,practice,NN,O
,based,VBN,O
,workshops,NNS,O
,-LRB-,-LRB-,O
,P,VBN,O
,=,SYM,O
,0.01,CD,O
,-RRB-,-RRB-,O
,both,CC,O
,significantly,RB,O
,improved,VBN,O
,rates,NNS,OTC
,of,IN,OTC
,detection,NN,OTC
,compared,VBN,O
,with,IN,O
,control,NN,O
,-EOS-,eos,O
Sentence: 1393,there,EX,O
,were,VBD,O
,no,DT,O
,significant,JJ,O
,differences,NNS,O
,by,IN,O
,intervention,NN,O
,in,IN,O
,the,DT,OTC
,measures,NNS,OTC
,of,IN,OTC
,concordance,NN,OTC
,with,IN,OTC
,guidelines,NNS,OTC
,-EOS-,eos,O
Sentence: 1394,decision,JJ,O
,support,NN,O
,systems,NNS,O
,and,CC,O
,practice,NN,O
,based,VBN,O
,workshops,NNS,O
,are,VBP,O
,effective,JJ,O
,educational,JJ,O
,approaches,NNS,O
,in,IN,O
,improving,VBG,O
,detection,NN,OTC
,rates,NNS,OTC
,in,IN,OTC
,dementia,NN,OTC
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 1395,comparing,JJ,O
,hospital,NN,O
,and,CC,O
,telephone,NN,O
,follow-up,NN,O
,after,IN,O
,treatment,NN,O
,for,IN,O
,breast,NN,O
,cancer,NN,O
,randomised,JJ,O
,equivalence,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 1396,school,none,O
,of,none,O
,Nursing,none,O
,Midwifery,none,O
,and,none,O
,Social,none,O
,Work,none,O
,University,none,O
,of,none,O
,Manchester,none,O
,UK,none,O
,-EOS-,eos,O
Sentence: 1397,to,TO,O
,compare,VB,O
,traditional,JJ,O
,hospital,NN,O
,follow-up,NN,O
,with,IN,O
,telephone,NN,O
,follow-up,NN,O
,by,IN,O
,specialist,NN,O
,nurses,NNS,O
,after,IN,O
,treatment,NN,O
,for,IN,O
,breast,NN,O
,cancer,NN,O
,-EOS-,eos,O
Sentence: 1398,a,DT,O
,2,CD,O
,center,NN,O
,randomised,VBD,O
,equivalence,JJ,O
,trial,NN,O
,in,IN,O
,which,WDT,O
,women,NNS,O
,remained,VBD,O
,in,IN,O
,the,DT,O
,study,NN,O
,for,IN,O
,a,DT,O
,mean,NN,O
,of,IN,O
,24,CD,O
,months,NNS,O
,-EOS-,eos,O
Sentence: 1399,outpatient,JJ,O
,clinics,NNS,O
,in,IN,O
,2,CD,O
,NHS,VBP,O
,hospital,NN,O
,trusts,NNS,O
,in,IN,O
,the,DT,O
,north,NN,O
,west,NN,O
,of,IN,O
,England,NNP,O
,-EOS-,eos,O
Sentence: 1400,374,JJ,O
,women,NNS,O
,treated,VBN,O
,for,IN,O
,breast,NN,O
,cancer,NN,O
,who,WP,O
,were,VBD,O
,at,IN,O
,low,JJ,O
,to,TO,O
,moderate,JJ,O
,risk,NN,O
,of,IN,O
,recurrence,NN,O
,-EOS-,eos,O
Sentence: 1401,participants,NNS,O
,were,VBD,O
,randomised,VBN,O
,to,TO,O
,traditional,JJ,O
,hospital,NN,O
,follow-up,NN,O
,-LRB-,-LRB-,O
,consultation,NN,O
,clinical,JJ,O
,examination,NN,O
,and,CC,O
,mammography,NN,O
,as,RB,O
,per,IN,O
,hospital,NN,O
,policy,NN,O
,-RRB-,-RRB-,O
,or,CC,O
,telephone,NN,O
,follow-up,NN,O
,by,IN,O
,specialist,NN,O
,nurses,NNS,O
,-LRB-,-LRB-,O
,consultation,VBN,O
,with,IN,O
,structured,JJ,O
,intervention,NN,O
,and,CC,O
,mammography,NN,O
,according,VBG,O
,to,TO,O
,hospital,NN,O
,policy,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1402,psychological,JJ,O
,morbidity,NN,O
,-LRB-,-LRB-,O
,state-trait,JJ,O
,anxiety,NN,O
,inventory,NN,O
,general,JJ,O
,health,NN,O
,questionnaire,NN,O
,-LRB-,-LRB-,O
,GHQ-12,NN,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,participants,NNS,O
,',POS,O
,needs,VBZ,O
,for,IN,O
,information,NN,O
,participants,NNS,OTC
,',POS,OTC
,satisfaction,NN,OTC
,clinical,JJ,OTC
,investigations,NNS,OTC
,ordered,VBD,OTC
,and,CC,O
,time,NN,OTC
,to,TO,OTC
,detection,NN,OTC
,of,IN,OTC
,recurrent,JJ,OTC
,disease,NN,OTC
,-EOS-,eos,O
Sentence: 1403,the,DT,O
,SPECIAL_TERM,NNP,O
,for,IN,O
,difference,NN,O
,in,IN,O
,mean,JJ,OTC
,state-trait,JJ,OTC
,scores,NNS,OTC
,adjusted,VBN,OTC
,for,IN,OTC
,treatment,NN,OTC
,received,VBN,OTC
,-LRB-,-LRB-,O
,-3.33,CD,O
,to,TO,O
,2.07,CD,O
,-RRB-,-RRB-,O
,was,VBD,O
,within,IN,O
,the,DT,O
,predefined,JJ,O
,equivalence,JJ,O
,region,NN,O
,-LRB-,-LRB-,O
,-3.5,CD,O
,to,TO,O
,3.5,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1404,the,DT,O
,women,NNS,O
,in,IN,O
,the,DT,O
,telephone,NN,O
,group,NN,O
,were,VBD,O
,no,RB,O
,more,RBR,O
,anxious,JJ,OTC
,as,IN,O
,a,DT,O
,result,NN,O
,of,IN,O
,foregoing,JJ,O
,clinic,NN,O
,examinations,NNS,O
,and,CC,O
,face-to-face,JJ,O
,consultations,NNS,O
,and,CC,O
,reported,VBD,O
,higher,JJR,O
,levels,NNS,OTC
,of,IN,OTC
,satisfaction,NN,OTC
,than,IN,O
,those,DT,O
,attending,VBG,O
,hospital,NN,O
,clinics,NNS,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,P,VBP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1405,the,DT,O
,numbers,NNS,O
,of,IN,O
,clinical,JJ,OTC
,investigations,NNS,OTC
,ordered,VBN,OTC
,did,VBD,O
,not,RB,O
,differ,VB,O
,between,IN,O
,groups,NNS,O
,-EOS-,eos,O
Sentence: 1406,recurrences,NNS,O
,were,VBD,O
,few,JJ,O
,-LRB-,-LRB-,O
,4.5,CD,O
,-RRB-,-RRB-,O
,with,IN,O
,no,DT,O
,differences,NNS,O
,between,IN,O
,groups,NNS,O
,for,IN,O
,time,NN,OTC
,to,TO,OTC
,detection,VB,OTC
,-LRB-,-LRB-,O
,median,JJ,O
,60.5,NN,O
,-LRB-,-LRB-,O
,range,NN,O
,37,CD,O
,to,TO,O
,131,CD,O
,-RRB-,-RRB-,O
,days,NNS,O
,in,IN,O
,hospital,NN,O
,group,NN,O
,versus,CC,O
,39.0,CD,O
,-LRB-,-LRB-,O
,10,CD,O
,to,TO,O
,152,CD,O
,-RRB-,-RRB-,O
,days,NNS,O
,in,IN,O
,telephone,NN,O
,group,NN,O
,P,NNP,O
,=,SYM,O
,0.228,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1407,telephone,NNP,O
,follow-up,NNP,O
,was,VBD,O
,well,RB,O
,received,VBN,O
,by,IN,O
,participants,NNS,O
,with,IN,O
,no,DT,O
,physical,NN,O
,or,CC,O
,psychological,JJ,O
,disadvantage,NN,O
,-EOS-,eos,O
Sentence: 1408,it,PRP,O
,is,VBZ,O
,suitable,JJ,O
,for,IN,O
,women,NNS,O
,at,IN,O
,low,JJ,O
,to,TO,O
,moderate,JJ,O
,risk,NN,O
,of,IN,O
,recurrence,NN,O
,and,CC,O
,those,DT,O
,with,IN,O
,long,JJ,O
,traveling,VBG,O
,distances,NNS,O
,or,CC,O
,mobility,RB,O
,problems,NNS,O
,and,CC,O
,decreases,VBZ,O
,the,DT,O
,burden,NN,O
,on,IN,O
,busy,JJ,O
,hospital,NN,O
,clinics,NNS,O
,-EOS-,eos,O
Sentence: 1409,national,NNP,O
,Cancer,NNP,O
,Research,NNP,O
,Institute,NNP,O
,1477,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 1410,sham,JJ,O
,device,NN,O
,versus,IN,O
,inert,JJ,O
,pill,NN,O
,randomised,JJ,O
,controlled,JJ,O
,trial,NN,O
,of,IN,O
,2,CD,O
,placebo,NN,O
,treatments,NNS,O
,-EOS-,eos,O
Sentence: 1411,osher,none,O
,Institute,none,O
,Harvard,none,O
,Medical,none,O
,School,none,O
,Boston,none,O
,MA,none,O
,02215,none,O
,USA,none,O
,-EOS-,eos,O
Sentence: 1412,to,TO,O
,investigate,VB,O
,whether,IN,O
,a,DT,O
,sham,NN,O
,device,NN,O
,-LRB-,-LRB-,O
,a,DT,O
,validated,JJ,O
,sham,NN,O
,acupuncture,NN,O
,needle,NN,O
,-RRB-,-RRB-,O
,has,VBZ,O
,a,DT,O
,greater,JJR,O
,placebo,NN,O
,effect,NN,O
,than,IN,O
,an,DT,O
,inert,JJ,O
,pill,NN,O
,in,IN,O
,patients,NNS,O
,with,IN,O
,persistent,JJ,O
,arm,NN,O
,pain,NN,O
,-EOS-,eos,O
Sentence: 1413,a,DT,O
,single,JJ,O
,blind,JJ,O
,randomised,JJ,O
,controlled,VBN,O
,trial,NN,O
,created,VBD,O
,from,IN,O
,the,DT,O
,2,CD,O
,week,NN,O
,placebo,NN,O
,run-in,JJ,O
,periods,NNS,O
,for,IN,O
,2,CD,O
,nested,JJ,O
,trials,NNS,O
,that,WDT,O
,compared,VBD,O
,acupuncture,NNP,O
,and,CC,O
,amitriptyline,NNP,O
,with,IN,O
,their,PRP$,O
,respective,JJ,O
,placebo,NN,O
,controls,NNS,O
,-EOS-,eos,O
Sentence: 1414,comparison,NNP,O
,of,IN,O
,participants,NNS,O
,who,WP,O
,remained,VBD,O
,on,IN,O
,placebo,NN,O
,continued,VBD,O
,beyond,IN,O
,the,DT,O
,run-in,JJ,O
,period,NN,O
,to,TO,O
,the,DT,O
,end,NN,O
,of,IN,O
,the,DT,O
,study,NN,O
,-EOS-,eos,O
Sentence: 1415,academic,VB,O
,medical,JJ,O
,center,NN,O
,-EOS-,eos,O
Sentence: 1416,270,CD,O
,adults,NNS,O
,with,IN,O
,arm,NN,O
,pain,NN,O
,due,JJ,O
,to,TO,O
,repetitive,JJ,O
,use,VBP,O
,that,WDT,O
,had,VBD,O
,lasted,VBN,O
,greater,JJR,O
,than,IN,O
,3,CD,O
,months,NNS,O
,despite,IN,O
,treatment,NN,O
,and,CC,O
,who,WP,O
,scored,VBD,O
,greater,JJR,O
,than,IN,O
,3,CD,O
,on,IN,O
,a,DT,O
,10,CD,O
,point,NN,O
,pain,NN,O
,scale,NN,O
,-EOS-,eos,O
Sentence: 1417,acupuncture,VB,O
,with,IN,O
,sham,NN,O
,device,NN,O
,twice,RB,O
,a,DT,O
,week,NN,O
,for,IN,O
,6,CD,O
,weeks,NNS,O
,or,CC,O
,placebo,NN,O
,pill,NN,O
,once,RB,O
,a,DT,O
,day,NN,O
,for,IN,O
,8,CD,O
,weeks,NNS,O
,-EOS-,eos,O
Sentence: 1418,arm,NN,OTC
,pain,NN,OTC
,measured,VBN,O
,on,IN,O
,a,DT,O
,10,CD,O
,point,NN,O
,pain,NN,O
,scale,NN,O
,-EOS-,eos,O
Sentence: 1419,secondary,JJ,O
,outcomes,NNS,O
,were,VBD,O
,symptoms,NNS,OTC
,measured,VBN,OTC
,by,IN,OTC
,the,DT,OTC
,Levine,NNP,OTC
,symptom,NN,OTC
,severity,NN,OTC
,scale,NN,OTC
,function,NN,OTC
,measured,VBN,OTC
,by,IN,OTC
,Pransky,NNP,OTC
,'s,POS,OTC
,upper,JJ,OTC
,extremity,NN,OTC
,function,NN,OTC
,scale,NN,OTC
,and,CC,O
,grip,NN,OTC
,strength,NN,OTC
,-EOS-,eos,O
Sentence: 1420,pain,NNP,OTC
,decreased,VBD,O
,during,IN,O
,the,DT,O
,2,CD,O
,week,NN,O
,placebo,NN,O
,run-in,JJ,O
,period,NN,O
,in,IN,O
,both,PDT,O
,the,DT,O
,sham,NN,O
,device,NN,O
,and,CC,O
,placebo,NN,O
,pill,NN,O
,groups,NNS,O
,but,CC,O
,changes,NNS,O
,were,VBD,O
,not,RB,O
,different,JJ,O
,between,IN,O
,the,DT,O
,groups,NNS,O
,-LRB-,-LRB-,O
,-0.14,CD,O
,SPECIAL_TERM,NNP,O
,-0.52,CD,O
,to,TO,O
,0.25,CD,O
,P,VBP,O
,=,SYM,O
,0.49,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1421,changes,NNS,O
,in,IN,O
,severity,NN,O
,scores,NNS,O
,for,IN,O
,arm,NN,OTC
,symptoms,NNS,OTC
,and,CC,O
,grip,NN,OTC
,strength,NN,OTC
,were,VBD,O
,similar,JJ,O
,between,IN,O
,groups,NNS,O
,but,CC,O
,arm,NN,OTC
,function,NN,OTC
,improved,VBD,O
,more,JJR,O
,in,IN,O
,the,DT,O
,placebo,NN,O
,pill,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,2.0,VBN,O
,0.06,CD,O
,to,TO,O
,3.92,CD,O
,P,NNP,O
,=,SYM,O
,0.04,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 1422,longitudinal,JJ,O
,regression,NN,O
,analyses,NNS,O
,that,WDT,O
,followed,VBD,O
,participants,NNS,O
,throughout,IN,O
,the,DT,O
,treatment,NN,O
,period,NN,O
,showed,VBD,O
,significantly,RB,O
,greater,JJR,O
,downward,JJ,O
,slopes,NNS,O
,per,IN,O
,week,NN,O
,on,IN,O
,the,DT,OTC
,10,CD,OTC
,point,NN,OTC
,arm,NN,OTC
,pain,NN,OTC
,scale,NN,OTC
,in,IN,O
,the,DT,O
,sham,NN,O
,device,NN,O
,group,NN,O
,than,IN,O
,in,IN,O
,the,DT,O
,placebo,NN,O
,pill,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,-0.33,CD,O
,-LRB-,-LRB-,O
,-0.40,CD,O
